codigo_provincia,provincia,codigo_canton,canton,anio,vab,participacion_provincial,vab_group,num_emp,ventas_totales,empleo_prom,plazas
01,AZUAY,0113,Sevilla De Oro,2021,149.58721,3.247594473045596,Bajo,276,3140678,309,323
01,AZUAY,0113,Sevilla De Oro,2022,159.80233999999996,3.1430614658347027,Bajo,269,2933360,298,319
01,AZUAY,0113,Sevilla De Oro,2023,147.42311000000004,2.9669849147375826,Bajo,301,5262731,319,346
01,AZUAY,0113,Sevilla De Oro,2024,10.31674,0.1935200962310386,Bajo,277,5480229,333,357
01,AZUAY,0114,Guachapala,2015,7.031805047139876,0.1633160259132988,Bajo,184,648605,182,207
01,AZUAY,0114,Guachapala,2016,6.610039408381566,0.15371640356262656,Bajo,180,671746,190,192
01,AZUAY,0114,Guachapala,2017,6.5413760535437655,0.14202939110933244,Bajo,177,644950,185,188
01,AZUAY,0114,Guachapala,2018,7.90849,0.17003787361110262,Bajo,181,756825,176,200
01,AZUAY,0114,Guachapala,2019,7.592819999999999,0.16309944109224384,Bajo,184,862620,196,191
01,AZUAY,0114,Guachapala,2020,6.94799,0.16580480023819413,Bajo,172,652946,191,198
01,AZUAY,0114,Guachapala,2021,6.861879999999999,0.14897399024089097,Bajo,188,861432,201,192
01,AZUAY,0114,Guachapala,2022,6.532420000000001,0.12848245889670915,Bajo,193,901229,204,203
01,AZUAY,0114,Guachapala,2023,5.045310000000001,0.1015401090112308,Bajo,184,632172,192,196
01,AZUAY,0114,Guachapala,2024,7.2328199999999985,0.13567231726512255,Bajo,182,643077,195,192
01,AZUAY,0115,Camilo Ponce Enríquez,2015,37.055891015144546,0.8606354722150961,Alto,1472,287727790,7295,7479
01,AZUAY,0115,Camilo Ponce Enríquez,2016,39.97821489286944,0.9296930070331264,Alto,1419,339398452,7198,8284
01,AZUAY,0115,Camilo Ponce Enríquez,2017,44.58787583456714,0.9681126423256657,Alto,1456,308327468,7778,7885
01,AZUAY,0115,Camilo Ponce Enríquez,2018,147.28795,3.166790351449949,Alto,1510,367721464,7791,8009
01,AZUAY,0115,Camilo Ponce Enríquez,2019,165.84526999999997,3.562480191126917,Alto,1433,320344758,7948,7997
01,AZUAY,0115,Camilo Ponce Enríquez,2020,181.89395,4.340663996966903,Alto,1458,319519306,7555,7705
01,AZUAY,0115,Camilo Ponce Enríquez,2021,312.40707000000003,6.7824747441467,Alto,1465,357628100,7432,8228
01,AZUAY,0115,Camilo Ponce Enríquez,2022,334.68503,6.582729770945354,Alto,1537,403966416,8346,8324
01,AZUAY,0115,Camilo Ponce Enríquez,2023,311.98803,6.278959781737721,Alto,1238,117028497,6964,7515
01,AZUAY,0115,Camilo Ponce Enríquez,2024,316.0525300000001,5.928473143615449,Alto,1405,243250664,7309,7399
02,BOLÍVAR,0201,Guaranda,2015,238.7021391828068,59.58678982576352,Medio,5490,96640021,8698,8248
02,BOLÍVAR,0201,Guaranda,2016,239.4190948422487,60.070733813691646,Medio,5869,117940365,8406,8797
02,BOLÍVAR,0201,Guaranda,2017,254.03593325099519,59.70572539011913,Medio,5636,112817780,8385,8767
02,BOLÍVAR,0201,Guaranda,2018,217.59114000000002,52.27565981728337,Medio,5587,105972470,8215,8913
02,BOLÍVAR,0201,Guaranda,2019,196.50749000000002,47.46860313148947,Medio,5829,127318800,8958,8836
02,BOLÍVAR,0201,Guaranda,2020,183.80398000000002,45.098336535540334,Medio,5230,70617039,8043,8399
02,BOLÍVAR,0201,Guaranda,2021,186.01693000000003,43.54877221080811,Medio,5687,121136544,8805,8779
02,BOLÍVAR,0201,Guaranda,2022,215.47531999999995,45.44759225984624,Medio,6322,156585077,9069,8506
02,BOLÍVAR,0201,Guaranda,2023,216.30912000000006,43.32215963817128,Medio,6040,136691708,8528,8496
