iso2,year,indice_riesgo_climatico,PIBpc,renta_rec_nat,impuestos_ambientales,protec_der_lab
BO,2014,,3041.435031624083,10.5328802221264,29.05432425921465,
BO,2015,,2996.0128981134417,4.11807754841214,29.434989487661834,
BO,2016,,3035.8734773213155,2.97275312620724,20.79458821002899,
BO,2017,,4048.4011973983856,5.01456692473101,25.178964872167946,
BO,2018,,4206.855293666104,5.37166725772886,29.692384669268492,
BO,2019,,4203.15492855788,4.09529358747088,36.31021044427124,
BO,2020,,3580.9676177830274,2.7203797976672,35.88762019230769,
BO,2021,,4010.7605368620434,9.46769419569564,38.23759647188534,
BO,2022,,4219.461137424454,,,
BO,2023,,4274.70820547613,,,
BO,2024,,4421.166098899988,,,
BO,2025,,,,,
BR,1990,,2619.8014106404667,2.68167389862843,94.50051835329704,
BR,1991,,2258.1045402706286,2.32109734238196,94.62575252691177,
BR,1992,,2127.2908301148923,2.48015551009855,94.41943971009216,
BR,1993,,2348.9063543638385,2.05663127242723,95.25470679747278,
BR,1994,,3298.714918917858,1.37319774228072,95.40533992716533,
BR,1995,,4756.750135523019,1.14877560865906,94.15749580008782,
BR,1996,,5179.130520099764,1.14889170835858,93.56113403689945,
BR,1997,,5299.397942481326,1.03895894476099,92.97783636706042,
BR,1998,,5105.892461920029,0.962811621846264,92.9233437348484,
BR,1999,,3493.571920432285,1.71450974118159,90.03692682751945,
BR,2000,,3766.5478633983453,2.15912007223176,89.49575535238313,
BR,2001,,3176.2897505252413,2.23774123802714,84.2906139272103,
BR,2002,,2855.9401713704933,2.8154673100718,85.7402993019374,
BR,2003,,3090.606890783902,2.70034429443933,87.16372938389796,
BR,2004,,3663.8226249781133,2.53496036492128,86.03184644331054,
BR,2005,,4827.781658902905,3.65047497650545,87.13746765153225,
BR,2006,,5934.1456185745365,3.82714515901824,86.77701228367638,
BR,2007,,7409.6900382286085,4.10201494553661,88.22733838484815,
BR,2008,,8908.333384679483,4.7760488329414,84.33459089073504,
BR,2009,,8678.658473065296,2.38487387569911,89.05454592262524,
BR,2010,,11403.284003869394,3.64871282999395,84.81639788021631,
BR,2011,,13396.626315804127,4.33686638966397,87.19517749648806,
BR,2012,,12521.723845443394,3.85552495977285,82.57765825912698,
BR,2013,,12458.890339662463,3.78686028400519,76.82520084507338,
BR,2014,,12274.994163021336,3.28623279487755,72.57709272527237,
BR,2015,,8936.195588944402,2.35832735012319,73.54009626582052,
BR,2016,,8836.285460256942,2.43013532231265,79.71280895569382,
BR,2017,,10080.507872282147,2.73375767842298,78.41815458700346,
BR,2018,,9300.660729040037,3.61759120230309,81.57307523184174,
BR,2019,,9029.83304401079,3.21717303299592,81.43023575427466,
BR,2020,,7074.194074957075,3.22987656043381,83.17614240001018,
BR,2021,,7972.536960806947,7.94111199933246,77.3753492178891,
BR,2022,,9281.332821368642,,,
BR,2023,,10377.58977191948,,,
BR,2024,,10310.548877816553,,,
BR,2025,,,,,
CL,1990,,2487.76829657299,11.1674175940099,53.83736120182887,
CL,1991,,2798.3426241379475,5.94722567017809,70.97339812634638,
CL,1992,,3351.841088555225,4.63171552198061,82.69462952197827,
CL,1993,,3540.913773130155,3.35411622206962,81.66479190101236,
CL,1994,,4012.1015991228487,4.8849330643983,74.26514222415635,
CL,1995,,5081.4682771561,6.55630977481336,72.40518071859279,
CL,1996,,5333.50438729711,4.95869610912803,60.452933328994895,
CL,1997,,5741.958429895956,4.60520277817387,62.134726852268976,
CL,1998,,5419.824172971906,2.51172777125851,48.17088625418908,
CL,1999,,4933.555815167552,3.6694603049762,38.03073717113832,
CL,2000,,5052.992457663253,4.87094937341686,49.451070412695245,
CL,2001,,4563.595298668896,3.94016087143578,55.02574592650067,
CL,2002,,4430.847411579841,3.69658229472728,56.275331455657074,
CL,2003,,4773.401775207537,5.01162090891452,51.5620662410045,
CL,2004,,6120.59152055344,9.56665341226193,48.08428370567099,
CL,2005,,7480.3233099863555,9.79630843278012,55.0358204405152,
CL,2006,,9318.656552961205,17.3488493708667,56.326825741142436,
CL,2007,,10346.413818453251,17.1517567156625,45.06998923242578,
CL,2008,,10683.218877251113,13.8254393455321,46.55131984456653,
CL,2009,,10098.801716728622,8.79204050030603,49.72826981983466,
CL,2010,,12632.870472419238,11.9881628362203,40.7618228149717,
CL,2011,,14487.392783203195,12.1645185437385,39.7270859647254,
CL,2012,,15241.906998111876,9.05442637303188,36.730469814052846,
CL,2013,,15683.548636915513,7.66232423505302,35.906288920823926,
CL,2014,,14529.676720633584,6.87780503013052,43.119019688211104,
CL,2015,,13433.920298703233,4.04461870413776,43.64706818362638,
CL,2016,,13649.85204528032,3.20569572328577,43.46181964857438,
CL,2017,,14879.90862271865,5.30261792520974,44.10183401935979,
CL,2018,,15659.480867562766,5.83707726201581,46.31506333572183,
CL,2019,,14495.716721686993,2.56889266052365,45.38899926677547,
CL,2020,,13114.815470545014,5.48716936741024,48.783065255437954,
CL,2021,,16206.832549342107,16.9044168802743,48.082199095639524,
CL,2022,,15405.616577407298,,,
CL,2023,,17067.036479915365,,,
CL,2024,,16709.889397230672,,,
CL,2025,,,,,
CO,1990,,1474.8455285341977,6.90290637643892,76.38419011469593,
CO,1991,,1485.7397188920797,4.19951137793811,75.68261692349284,
