iso2,year,superficie_forestal,co2_emissions_moreno,vab_manufactura,vab_agricultura,vab_servicios,huella_ecologica,impuesto_medioambiental_moreno
BO,1998,14002813,10.1749,1724203760.3907766,12.625431376212054,8034724971.606797,179622117332842.0,0.219076106206556
BO,1999,13974779,8.8772,1774645056.050052,13.257991579513911,8380990327.9405365,178518312238621.0,0.363623480684063
BO,2000,13946602,8.2048,1806412838.0987763,12.965811884223765,8529782707.432486,178206789411236.0,0.441500689532091
BO,2001,13920854,7.9363,1854956500.7595766,13.255653666174243,8671994437.943901,178889067284285.0,0.477824337424392
BO,2002,13895063,8.4679,1859605513.5666642,12.955118631020953,8789645954.260384,178468816330312.0,0.842276954569905
BO,2003,13869228,9.0191,1930388108.438627,13.427236956279101,8896231370.531435,177467473510642.0,0.892321802503207
BO,2004,1384335,9.4522,2038115228.960644,13.322383638847707,9100907975.668333,176151756484989.0,0.750970030411429
BO,2005,13817428,9.9372,2099345334.7813148,11.792721532911195,9301564262.148819,175565068240778.0,0.360831914359766
BO,2006,13791463,10.7816,2269234844.8260326,10.93754805462884,9670199850.179026,17527520896965.0,0.431371725158993
BO,2007,13765453,11.996,2407444438.411921,10.011155665671996,10108928866.529804,174419177283051.0,0.41337310976237
BO,2008,137394,12.8434,2495560340.231419,10.442404115522647,10515335346.426142,173866964763096.0,0.395045697120277
BO,2009,13713303,13.6594,2615612575.6008806,11.152407449731106,11031311198.851416,173951724891949.0,0.46024976136934
BO,2010,13687161,14.7927,2683339216.001312,10.389905701059378,11600596728.910257,172237208137154.0,0.327000230415539
BO,2011,13661201,16.0948,2781952345.1185656,9.769585881695395,12128471180.487225,171107097386916.0,0.252568541300239
BO,2012,13635194,17.0414,2913965485.383352,9.812161914832803,12781923585.559008,171561302031075.0,0.422847651491446
BO,2013,13609138,18.1017,3091287623.335221,9.966979476846303,13591022671.366558,170256386421153.0,0.46021753048444
BO,2014,13583033,19.463,3215932948.1652284,9.740217537701692,14313948047.93723,169545184372481.0,0.35806722674334
BO,2015,13556879,19.9523,3363113183.7916064,10.239494114445522,15172303241.678726,169363328646199.0,0.49591832978738
BO,2016,13513867,21.3607,3571116090.691163,11.17187541505321,16017297401.882477,168259091075958.0,0.430569104338422
BO,2017,13470787,21.7833,3688497436.7979712,7.677137224747516,16801383753.551342,166722507191534.0,0.43339619209894
BO,2018,13427641,21.9655,3800105689.838568,7.45035399971013,17283029921.05194,166993145499132.0,0.444020692414332
BO,2019,13384428,21.9997,3895002515.3097334,7.632882645016053,17596618837.54125,166215336212444.0,0.478122411260284
BO,2020,13341148,18.5659,3336017029.2701483,9.124055868346664,15792002936.737915,165297051718094.0,0.335670366934498
BO,2021,13299567,21.8696,3735303118.773436,8.810019122557634,16919531856.551165,165862340642503.0,0.378733931643687
BO,2022,13257885,23.3823,3923373238.7523794,8.660284813061772,17835523102.387123,164950832428809.0,0.289051000977819
BO,2023,13216102,24.4241,4083016648.021752,9.310980097565514,18399627589.35438,164918726519717.0,0.38917436892665
BO,2024,13174219,28.4356,4128908101.9468765,8.826258842804807,18563742510.49107,164883521727891.0,
BO,2025,13132235,,,,,,
BR,1990,142382555,226.8889,141046933738.71722,6.963436719172764,583138772688.994,19433284107443.0,
BR,1991,14140178,235.2647,141257632276.02335,6.841389377301528,594568292615.4585,193119527437773.0,
BR,1992,14041615,238.6958,135401449430.78403,6.806084884083033,603605730670.5702,194312008024313.0,
BR,1993,13942563,249.3297,146652858016.46548,6.778109238839819,622981474625.9684,193795823986368.0,
BR,1994,13843019,258.7499,156851172570.35605,8.721989375176728,634210852708.7327,192581532692929.0,0.0838468896905131
BR,1995,13742977,280.029,159979123850.4974,5.0116664646569316,642443673724.9386,191649751078293.0,0.121048942810207
BR,1996,13642437,300.6344,160107460327.769,4.768411208331665,657214338134.1996,1908229985628.0,0.116303306253619
BR,1997,13541391,319.2483,164099592260.21753,4.685047025481692,673869686061.2981,190147605375688.0,0.194753766826786
BR,1998,13439839,328.5588,156155294186.99594,4.750044787566312,683448619136.9899,189405943115078.0,0.418933992868498
BR,1999,13337776,335.9148,153246744071.1682,4.645981538206647,695889538163.875,188473770294557.0,0.382399597292061
BR,2000,13235197,349.4076,161965845835.75778,4.7504599720911,722658683903.7405,187494197759102.0,0.44802873882617
BR,2001,13162145,351.3367,163121291197.49353,4.801043018955078,737572293000.0337,188540307254043.0,0.903438441
BR,2002,1308897,351.437,166535427852.82925,5.475274894762806,760601878042.7505,187427717512518.0,0.890202024032653
BR,2003,13015672,346.5055,170964220179.62906,6.167184387424183,768141874861.5793,186453583972685.0,0.935004743661469
BR,2004,1294225,365.3106,186492593656.58383,5.665311576788951,806622370173.5828,18449287304367.0,0.779454696439056
BR,2005,12868705,369.2574,190675077828.67123,4.65116882266178,836149817628.0897,182651832756073.0,0.45169410804191
BR,2006,12795035,373.6873,193027245112.7303,4.370043778958069,872365515696.1088,182366779781009.0,0.536283482438412
BR,2007,12721241,393.1254,204881645513.78937,4.416915436172349,923193990546.4642,182027104267303.0,0.481834096778887
BR,2008,12647323,412.7913,213383310311.1475,4.567851181047225,967729045305.4347,181706183191375.0,0.413034171677738
