anio,trimestre,afiliados_iess,ln_afiliados_iess,fuerza_laboral,ln_fuerza_laboral,tasa_subempleo,ln_tasa_subempleo,sbu,ln_sbu,num_pensionistas,ln_num_pensionistas,tasa_dependencia,ln_tasa_dependencia,gasto_salud_pib,ln_gasto_salud_pib,precio_petroleo_wti,ln_precio_petroleo_wti,dln_afiliados_iess,dln_fuerza_laboral,dln_tasa_subempleo,dln_sbu,dln_num_pensionistas,dln_tasa_dependencia,dln_gasto_salud_pib,dln_precio_petroleo_wti,remesas_pib,matricula_superior,gdp_pc_ppp,embi_ecuador,ln_remesas_pib,dln_remesas_pib,ln_matricula_superior,dln_matricula_superior,ln_gdp_pc_ppp,dln_gdp_pc_ppp,ln_embi_ecuador,dln_embi_ecuador
2006,2,1604605.5447598323,14.288388517835939,6416983.460263631,15.674458699241974,43.74484745687352,3.7783738334535886,160.31078951934083,5.0771143656432365,285794.92351051257,12.56302978193566,62.192263823105,4.130230616175494,5.926160009310984,1.77937645002056,66.14080364890754,4.191785858204162,0.013723780764014037,0.006719623628628213,-0.006395737097281362,0.010118672390448502,0.012658045183396638,-0.0034390028434225783,-0.004524663783372906,0.010301982763449402,6.369580024266185,38.18623356645998,10921.571798919496,622.7696765611397,1.851533537154091,0.009794367370911328,3.6424750728194684,1.761869602079358e-05,9.29849517657086,0.0047260568975833195,6.434176749887442,-0.048950935531435036
2006,3,1623177.1797171517,14.299896008571082,6434479.313838849,15.677181481028235,43.505238426327224,3.7728813544380286,161.64394466826536,5.085396043947796,289541.2335795403,12.576052996179515,61.97703033869481,4.126763837992863,5.853766479969344,1.7670852967957589,65.9219737642513,4.188471826965034,0.011507490735143122,0.0027227817862609527,-0.005492479015559937,0.008281678304559392,0.013023214243855108,-0.0034667781826307476,-0.012291153224801121,-0.0033140312391282123,6.491343135685709,38.188576451023515,10934.839628155567,571.7789999040184,1.87046946395495,0.01893592680085887,3.642536425104698,6.135228522952119e-05,9.299709267082479,0.0012140905116186929,6.348752552917909,-0.08542419696953285
2006,4,1642909.110159051,14.311979076048603,6437407.28810264,15.677636422002287,43.2097353990147,3.7660658263197857,163.32496667144818,5.0957418766640235,293407.1590861238,12.589316544823202,61.762144441857444,4.123290627294054,5.753283931074146,1.7497708102308647,66.05462097184451,4.190481990244738,0.01208306747752097,0.000454940974051965,-0.006815528118242931,0.010345832716227576,0.013263548643687173,-0.003473210698809126,-0.017314486564894205,0.002010163279703825,6.6547605749895276,38.191696906983225,10918.760877295816,510.9424787298729,1.8953324744890827,0.024863010534132757,3.6426181335308203,8.170842612242879e-05,9.298237770085265,-0.001471496997213606,6.236257017781313,-0.11249553513659638
2007,1,1668819.140590527,14.327626832836003,6438857.818878326,15.677861725033837,42.75139346634895,3.75540179055561,166.03893649382246,5.112222318044007,297355.2421095006,12.602682804404266,61.54903545444644,4.119834181580726,5.645192997923001,1.7308043861975253,67.91785548991845,4.218298967445705,0.01564775678740027,0.00022530303155043896,-0.01066403576417585,0.016480441379983723,0.013366259581063744,-0.003456445713328371,-0.01896642403333937,0.027816977200966875,6.77807611152991,38.193220922264295,10903.90125348583,468.0728148082779,1.9136933023236289,0.01836082783454618,3.642658037096199,3.990356537864059e-05,9.296875917345435,-0.0013618527398300273,6.148623871012389,-0.08763314676892353
2007,2,1705923.7977389302,14.349617338825677,6451918.448611738,15.679888078440557,42.02332714318919,3.7382248722725078,170.47074865307056,5.138563719853023,301348.03238841594,12.61602112956655,61.339132639439086,4.116418018374835,5.5499724948513265,1.7137929718634188,72.89028987509857,4.288955432270541,0.021990505989673892,0.0020263534067197497,-0.017176918283102083,0.026341401809015785,0.013338325162283837,-0.0034161632058902214,-0.017011414334106467,0.07065646482483601,6.77676269147908,38.190710072417005,10921.769330168188,471.76147041378533,1.9134995087899647,-0.00019379353366422158,3.642592294215059,-6.574288113991855e-05,9.298513262746187,0.0016373454007521104,6.156473498555683,0.007849627543293991
2007,3,1756749.0599781822,14.378975533962901,6484037.165369722,15.684853893679655,41.03447466897106,3.7144125589763597,176.9418886695805,5.175821366066208,305363.0090004131,12.6292565413148,61.13375050268355,4.113064095057093,5.484551953285628,1.7019354045722437,81.38053200653637,4.39913607986523,0.02935819513722393,0.004965815239097893,-0.02381231329614808,0.037257646213184614,0.01323541174825138,-0.0033539233177419803,-0.011857567291175153,0.1101806475946896,6.570374507000611,38.18196632367301,11002.355167324708,549.3672355416057,1.8825708334595455,-0.03092867533041921,3.6423633183772384,-0.00022897583782066633,9.305864634983491,0.007351372237303977,6.308767135081966,0.15229363652628258
2007,4,1816131.8786999697,14.412219455936139,6525251.058238493,15.691189986791224,40.1513548706445,3.692656185044945,184.65189573335127,5.21847240787653,309423.7421132521,12.64246695016041,60.93384926232225,4.109788837422039,5.454903264734801,1.6965148858069539,90.80251105026855,4.508686939963503,0.03324392197323789,0.006336093111569241,-0.021756373931414608,0.04265104181032253,0.013210408845608868,-0.0032752576350540963,-0.005420518765289817,0.1095508600982722,6.172334408059098,38.170320627934785,11140.723015339845,699.8974377620932,1.8200771145074057,-0.06249371895213973,3.64205826672015,-0.00030505165708838433,9.318362414008929,0.012497779025437694,6.550933806825946,0.24216667174398054
2008,1,1877430.017949021,14.44541438786396,6562247.770199998,15.696843750126229,39.8092766420678,3.684099966590119,192.5844730359246,5.260534878439919,313562.66873280006,12.655754519341832,60.74032097990342,4.106607744093324,5.464890329364219,1.6983440536072354,97.99405065587669,4.5849067692346965,0.03319493192782019,0.005653763335004669,-0.008556218454826237,0.04206247056338874,0.013287569181422043,-0.003181093328715079,0.0018291678002815281,0.07621982927119397,5.689933902420155,38.16463292277563,11297.011315000706,894.0079422207455,1.7386986316243982,-0.08137848288300753,3.6419092470403016,-0.00014901967984837228,9.332293484319832,0.013931070310903237,6.795714659049875,0.2447808522239292
2008,2,1934001.2417700663,14.475101597068628,6581714.9442361845,15.699805899166575,40.4435488770993,3.6999071469067144,199.72332376884214,5.296933027637141,317812.2258649242,12.669216002656068,60.5540577169753,4.103536482072079,5.518377047339256,1.708083803895482,99.79297447294229,4.603097784776796,0.02968720920466872,0.002962149040346418,0.01580718031659556,0.03639814919722184,0.013461483314236133,-0.0030712620212449693,0.009739750288246585,0.018191015542099898,5.234545743840748,38.1740035364502,11429.83999363363,1101.121941783719,1.6552800676522126,-0.08341856397218561,3.64215474824798,0.00024550120767852235,9.343982757883666,0.011689273563833424,7.004084886069962,0.20837022702008667
2008,3,1980902.265666507,14.499062988606243,6574077.458237543,15.698644815649445,42.325464975397956,3.7453889137922385,205.29598845793896,5.324452783931102,322199.0772450774,12.682924885801224,60.37557244731324,4.1005845934567855,5.615957311967296,1.7256120655491967,94.06908238033566,4.54402943128906,0.023961391537614674,-0.0011610835171307343,0.04548176688552408,0.027519756293961528,0.013708883145156392,-0.0029518886152937185,0.017528261653714683,-0.05906835348773676,4.913749218030573,38.20715580773816,11499.344163641495,1290.908307929559,1.5920372386148867,-0.06324282903732592,3.6430228228793275,0.0008680746313474152,9.350045283476547,0.006062525592881229,7.163101364257358,0.15901647818739573
2008,4,2020933.5327097217,14.519070107527122,6546794.301835403,15.694486068239472,44.978744709652716,3.8061900383972485,209.64140482526102,5.345398475043267,326723.5723588046,12.696869747905778,60.203650283414994,4.097732986413617,5.743320504643738,1.7480375282030247,83.3958653102774,4.423598731520361,0.02000711892087992,-0.004158747409972463,0.06080112460500997,0.020945691112165044,0.01394486210455348,-0.002851607043168336,0.022425462653828054,-0.1204306997686988,4.747873845612276,38.26414231749491,11500.508194187416,1438.6865202217543,1.5576969063885937,-0.03434033222629296,3.644513225728567,0.0014904028492392918,9.350146504173862,0.00010122069731544059,7.271485837583479,0.10838447332612144
2009,1,2059100.5488147098,14.537779818627556,6512175.00809048,15.689184061010163,47.71423274644484,3.8652297338163217,213.41498617136068,5.363238562134653,331378.56758523406,12.711016709539361,60.036584321153555,4.094954115092889,5.881911876901337,1.7718818581938924,71.68621234382073,4.272298432654278,0.01870971110043307,-0.005302007229309069,0.05903969541907328,0.01784008709138618,0.014146961633583643,-0.0027788713207277382,0.02384432999086772,-0.15130029886608298,4.669999382121444,38.33634488865154,11463.165711194739,1525.4266663087403,1.5411589393727552,-0.01653796701583854,3.6463983989219324,0.0018851731933655635,9.346894192190817,-0.0032523119830454306,7.330029431096114,0.05854359351263483
2009,2,2100408.9794523907,14.557642635852105,6482529.46104348,15.684621341088599,49.842758348946994,3.9088732170277667,217.27216869661484,5.381150801271481,336156.9187613011,12.725333350048306,59.87266762080006,4.092220100831221,6.01317637317228,1.7939531236033561,62.85310947939606,4.140800408424935,0.01986281722454919,-0.004562719921564096,0.043643483211444956,0.0179122391368276,0.014316640508944545,-0.002734014261668527,0.022071265409463692,-0.13149802422934265,4.6094121150464,38.41476835466418,11418.665525663348,1532.3445124513387,1.5281003250255931,-0.013058614347162045,3.648441978226295,0.0020435793043627193,9.343004622236958,-0.003889569953859251,7.334554202598567,0.004524771502453007
2009,3,2149463.360423429,14.580728769145574,6468427.567309974,15.682443602520573,50.778810520017345,3.9274791518197745,221.7839642201135,5.401703773926209,341051.79025862564,12.739789622324698,59.71028572611843,4.08950429577804,6.120957730306981,1.8117185761608834,60.232400181959854,4.098210416534912,0.023086133293469757,-0.0021777385680259442,0.018605934792007783,0.020552972654727775,0.014456272276392568,-0.0027158050531808087,0.01776545255752726,-0.04258999189002299,4.497661856527405,38.490644794456465,11397.761369966234,1442.077657740159,1.5035576743055905,-0.024542650720002612,3.6504152194145334,0.0019732411882382728,9.341172244043673,-0.001832378193284967,7.273840170583547,-0.0607140320150199
2009,4,2208139.9141625804,14.607661051292983,6468604.647292247,15.682470978193656,50.64192771225985,3.9247798440991453,226.94716583579714,5.424717240768967,346058.44497049524,12.754362955874841,59.54845321424559,4.086790320892102,6.205415250674872,1.8254223383633876,63.234449935478274,4.146849246558884,0.02693228214740806,2.7375673083085417e-05,-0.002699307720629207,0.023013466842757957,0.014573333550142564,-0.002713974885938164,0.013703762202504244,0.048638830023971735,4.318359485699267,38.560432932704366,11417.520168057836,1269.9658563508885,1.4628755814525038,-0.04068209285308666,3.6522266971872104,0.0018114777726769837,9.34290431147387,0.0017320674301970485,7.146745294328156,-0.1270948762553914
