iso2,pais,year,gei_total_exclulucf_MtCO2e,renew_cons_pct_tfec,wgi_va_est,wgi_ge_est,indice_riesgo_climatico,tecnologia,informalidad,credito_privado_pct_gdp,superficie_forestal,poblacion,incertidumbre_energetica,vab_manufactura,vab_agricultura,vab_servicios,huella_ecologica,impuesto_medioambiental_moreno,co2_emissions_moreno,PIBpc,renta_rec_nat,impuestos_ambientales,protec_der_lab,innovacion_financiera_access,forest_area_km2,ghg_total_incl_lulucf_mt_co2e,gdp_per_capita_const2015_usd,trade_pct_gdp,fdi_inflows_pct_gdp,renewable_energy_pct_final_energy,domestic_credit_private_pct_gdp,wgi_voice_accountability_est
CO,Colombia,2017,187.1258,32.2,0.0208,,107.9271239,129.272014227481,34.62866,49.8054213986161,597397.7,48131078,1.59044689,36886598673.13934,6.389663552681182,173214375789.31775,173932123487115.0,0.865221065544598,80.9994,6479.532312924286,3.72823321108347,74.4765766902119,,0.522,597397.7,298.6895,6309.67745292518,35.2829149424588,4.3931823276543,32.2,49.8054213986161,0.020767
CO,Colombia,2018,195.8783,30.4,0.0817,,117.8913019,131.595473810882,34.425985,45.8707074728714,595404.8,49024465,2.100681302,37430770376.50934,6.225709689600331,179546389825.6491,174676847333247.0,0.858559818487834,85.3965,6816.968183095439,4.940258188938,73.2358465790428,,0.537,595404.8,301.8533,6353.5464285392,36.5347527968973,3.38083573220188,30.4,45.8707074728714,0.0817099999999999
CO,Colombia,2019,201.0933,31.5,0.0805,,118.2486378,132.810761644655,36.080307,46.0415781067709,593412.0,49907985,1.177720303,37880477957.10934,6.410720821683137,187464963452.90503,175156411187911.0,0.862378041389156,86.0607,6472.545449247049,4.30433092902696,70.1969657402226,,0.536,593412.0,289.2538,6439.96359812647,37.558533980839,4.33058240931506,31.5,46.0415781067709,0.0805217999999999
CO,Colombia,2020,199.6455,32.0,0.0628,,117.7688855,133.661019178018,33.568461,51.9987790610816,591419.1,50629997,0.84306096,34376916708.7366,7.508480466633483,178007244659.2809,174253567890751.0,0.775216230672712,84.3026,5339.687113579434,2.55119417609951,65.27714993274586,,0.54,591419.1,297.6858,5891.95523215403,34.0555709680101,2.7588942895314,32.0,51.9987790610816,0.0627933
CO,Colombia,2021,212.6989,29.7,-0.0099,,115.9517548,146.627837254516,35.882034,47.9124060650503,589426.267,51188173,1.158267407,39049790611.93788,7.771873013850016,199251095218.5895,171684355673832.0,0.81844284537445,92.1683,6222.621643976142,5.32396445388134,75.12462226663811,,,589426.267,308.7081,6457.16921807086,40.0591463936128,3.00175693787234,29.7,47.9124060650503,-0.0098546
CO,Colombia,2022,209.7608,,0.0289,,118.3590278,156.195161137443,34.748193,44.1883129591758,587433.389,51737944,1.975595584,42236039942.1257,8.831544736890406,214428817245.4251,172003505753419.0,0.746104696856595,88.3446,6680.445068544809,,,,,587433.389,305.77,6856.72590505374,48.2826551123359,4.97124137726565,,44.1883129591758,0.0288542
CO,Colombia,2023,215.4766,,0.0304,,,166.980107777443,32.902411,41.6579211967186,585440.541,52321152,1.139088729,41078398530.26488,8.807922946530335,218240936979.75696,171976567249364.0,0.716583036468305,92.7973,7000.836605010462,,,,,585440.541,311.4858,6828.59753791113,40.3881324933957,4.58478761240549,,41.6579211967186,0.0303931
CO,Colombia,2024,,,,,,174.094289675393,31.888542,39.5325760607283,,52886363,,40222750530.19383,9.282796359922107,222664702790.86597,171948921058615.0,,95.0793,7919.2088682534495,,,,,,,6863.59563194342,37.0254687077888,3.26725954832527,,39.5325760607283,0.034564
CR,Costa Rica,1990,,45.4,,,,0.0,25.658245,,29074.0,3121706,,3681320806.560583,15.787421160150018,12297770754.080853,757709173326184.0,,2.9164,1829.6687089559,3.29362536409102,97.520184544406,,0.033,29074.0,,6037.05111668102,75.2851641940228,2.84504346292679,45.4,,
CR,Costa Rica,1991,,44.7,,,,0.0,30.026108,,29023.82,3202176,,3758607167.465648,11.944556990087086,11064184680.876047,758634918148454.0,,3.1538,2253.38191508071,2.7705851981399,94.87577639751554,,0.033,29023.82,,6018.68283701715,71.4396757036532,2.47237786850201,44.7,,
CR,Costa Rica,1992,,35.1,,,133.0783488,0.090549498,23.737564,,28973.64,3284258,,4131649849.955432,11.900149109397384,11948635415.561638,764490146576581.0,,4.2433,2612.387564537369,2.57139424487584,82.83794788273615,,0.033,28973.64,,6408.20531541453,76.0962354814708,2.63410792471723,35.1,,
CR,Costa Rica,1993,,36.3,,,125.4020954,0.133113211,26.546525,,28923.46,3367434,,4343029463.012351,11.828230011597718,12769963202.289442,754555456534339.0,,4.2651,2840.387064793974,2.20327488825599,89.92263843648209,,0.033,28923.46,,6693.49083166149,79.3523368268699,2.57924460482051,36.3,,
CR,Costa Rica,1994,,35.8,,,120.946925,0.200191909,25.215691,,28873.28,3451122,,4423289113.889513,12.319967978545554,13362019883.471508,75220843064397.0,0.383613959994072,5.0045,3039.563285506332,2.36855202407589,90.14657980456026,,0.033,28873.28,,6826.32273425801,77.9973079960212,2.83701364475497,35.8,,
CR,Costa Rica,1995,,35.0,,,119.4680264,0.524790252,26.421512,,28823.1,3535176,,4578063678.629947,12.758127450194658,13750885676.89136,746667164974853.0,0.459304318319543,4.9676,3275.252564474161,2.90594941109728,82.74943659086253,,0.033,28823.1,,6940.83702069434,79.7743745489399,2.90967964192101,35.0,,
CR,Costa Rica,1996,,36.6,,,117.4157859,1.272648304,28.583296,,28772.92,3619013,,4553784690.263242,12.102496408445306,14003490566.552504,744043645723606.0,0.385002383822902,4.7451,3226.963955986253,2.57877076272718,90.7122032486464,,0.033,28772.92,,6871.60941046409,84.0571640061047,3.65588697118439,36.6,,1.0999987
CR,Costa Rica,1997,,33.6,,,119.0029867,1.721843643,28.165808,,28722.74,3701711,,4896113898.379596,12.503091336030105,14668587350.867523,735677148985895.0,0.43124194741748,4.6808,3407.7761289850027,2.28730285708989,96.95241489930494,,0.033,28722.74,,7085.98834302225,87.6131980978704,3.24576223328059,33.6,,
CR,Costa Rica,1998,,28.9,,,118.1095198,2.846322652,29.406778,,28672.56,3782838,,5185160128.935248,12.618968848322002,15560946601.99509,744565483576679.0,0.577335714342326,5.1796,3617.457566667265,1.51817198447363,91.85294661001294,,0.033,28672.56,,7430.1724106288,92.0380212366186,4.49056201812519,28.9,,1.1072572
CR,Costa Rica,1999,,29.9,,,119.5354234,3.541727008,29.416477,,28622.38,3862101,,5296321591.778008,11.109692963448312,16508804447.368082,73193872287199.0,0.580889149650701,5.1692,3690.96154778297,1.15423351439575,97.84719974101652,,0.033,28622.38,,7584.42136977783,87.5386137677373,4.34566834672367,29.9,,
CR,Costa Rica,2000,10.9881,33.0,1.0859,,115.1274336,5.37399761639865,27.182418,,28572.2,3937739,,5465373705.031359,9.24882318534345,17309845587.37902,732613786182611.0,1.00741260614249,5.1314,3812.7538828492393,1.01441557771135,98.59286023991906,,0.033,28572.2,28.5699,7726.51985682031,86.5249235130705,4.81846449896273,33.0,,1.085921
CR,Costa Rica,2001,11.1374,32.1,,,115.3327717,8.15535850187094,27.024634,,28586.18,4008947,,5434443764.344254,8.379536270073837,18052190788.70981,736066092627002.0,1.23855968747133,5.5322,3985.129845062071,1.05121844888149,,,0.033,28586.18,26.2708,7854.2339580182,80.852758718109,3.89233617537996,32.1,,
CR,Costa Rica,2002,11.1518,32.5,1.1281,,110.0023217,12.3286155401335,28.38597,,28600.16,4075705,,5622886277.289105,8.427750290184372,18894024802.12324,71995988097083.0,1.10122718,5.6463,4067.718514290924,0.981118861036768,97.80132890365448,,0.033,28600.16,23.8368,7989.55926102157,80.4139443360039,4.36202694033196,32.5,,1.1280853
CR,Costa Rica,2003,11.5841,33.3,1.0818,,112.3742691,18.8050161593357,25.634866,,28614.14,4138784,,5699964505.24636,8.840078008715135,19771413852.777863,724855179724577.0,1.24205624949405,6.0688,4173.148564155143,1.02044880139504,99.19388165839258,,0.026,28614.14,21.8207,8207.45746763047,83.3277075355642,4.48353970316272,33.3,,1.0817593
CR,Costa Rica,2004,11.8563,39.2,1.0488,,110.5882505,21.977782317376,28.064377,,28628.12,4200078,,5929138403.236777,8.852408768002377,20775000961.97955,731750560873965.0,1.23532987825381,6.1802,4431.011720784304,1.00110593588162,96.23481436396834,,0.025,28628.12,19.6445,8445.52914945791,85.2564771965872,5.8231265333186,39.2,,1.0488429
CR,Costa Rica,2005,12.2624,41.7,1.0234,,111.6868204,25.8447071744375,26.769747,35.8602191338169,28642.1,4261240,,6142115919.113648,8.622236946267266,21790038267.79665,725163766469663.0,0.878609770778332,6.3561,4703.007217847779,1.12142978712725,95.58438256658596,,0.025,28642.1,17.6022,8655.33965418585,89.2226638923224,7.62843539507747,41.7,35.8602191338169,1.0234028
CR,Costa Rica,2006,12.8317,42.4,1.0519,,108.0105264,33.4090120194199,26.122123,37.8629840925685,28656.08,4321340,,6390884610.828146,8.429828197066335,23479990751.57614,733921281063168.0,0.933453605594638,6.9054,5256.596408591589,1.49198409303492,92.7713004484305,,0.025,28656.08,17.8464,9160.29437453236,89.8145546136931,7.92850433097117,42.4,37.8629840925685,1.051927
CR,Costa Rica,2007,13.9419,41.2,1.064,,104.0537167,34.4322741543401,23.465844,43.7723776439847,28670.06,4380248,,6571962691.923149,7.915311043429034,25553700356.54048,732331732768763.0,1.06611252601174,7.7137,6137.711999255424,1.63840228211153,91.8558011049724,,0.025,28670.06,18.6315,9779.51149389818,86.4565958439349,8.33742597856098,41.2,43.7723776439847,1.0639641
CR,Costa Rica,2008,14.1231,40.7,1.0271,,102.4605763,42.4897794081876,22.406274,49.3806062420387,28684.04,4440056,,6421666669.68355,6.976960469342052,27488173086.35938,726086829047299.0,0.896895326606377,7.6303,6937.242615960555,1.48654911478283,92.720920413764,,0.025,28684.04,18.4877,10104.9092039691,86.4015127113254,7.90900698278232,40.7,49.3806062420387,1.0271486
CR,Costa Rica,2009,13.9482,40.7,1.0597,,104.4481887,43.3424130142933,25.7365320175439,47.6533510789576,28698.02,4499791,,5908737100.021772,7.049629700662079,28132913331.094013,7221803838008.0,0.897385729418647,7.3188,6832.69829924138,1.2301475943504,95.06208378088076,,0.025,28698.02,17.9877,9883.67567046297,69.7593177251535,5.25151067245965,40.7,47.6533510789576,1.0597232
CR,Costa Rica,2010,14.1068,40.4,1.1191,,103.9326032,68.6654541894774,22.157988,44.3141331651118,28712.0,4555962,,6312553607.543413,6.485189408359466,29853688588.42576,725077911380949.0,0.917404038893957,7.2362,8265.788202755815,1.62716715850808,92.51059167275385,,0.025,28712.0,17.8212,10285.0856660419,67.512089684107,5.06371170213526,40.4,44.3141331651118,1.1191398
CR,Costa Rica,2011,14.5276,38.0,1.1102,,104.4148933,90.0914848759163,23.715755,46.0200427541641,28875.66,4609833,,6549894298.866868,5.59987212230861,31367970438.074017,73518451306655.0,0.663907202856393,7.6984,9276.391075113472,1.26384990129987,90.52695280716028,,0.022,28875.66,17.5438,10612.4694861141,68.6391465074016,6.39172539644787,38.0,46.0200427541641,1.110229
CR,Costa Rica,2012,14.1283,38.1,1.0973,,104.1956518,115.312137778965,21.625258,47.4513205823866,29039.32,4663934,,6818477767.546171,5.13084191429059,33125327116.19476,747819759715372.0,0.628107311663856,7.6394,10126.999102417712,1.2425772572914,90.94200904265776,,0.022,29039.32,18.2616,11001.5192856576,67.0485392950976,5.70866124854743,38.1,47.4513205823866,1.0972617
CR,Costa Rica,2013,14.4725,37.8,1.0891,,102.8310624,150.800664186252,21.504762,49.7299243611404,29202.98,4716147,,6814050189.655849,4.783350932948526,34694167788.383385,739723469737357.0,0.771259202880026,7.9353,10803.240196217295,1.34122901696494,87.46634098680997,,0.064,29202.98,19.2553,11151.1437869768,64.0664105879442,6.29127735209415,37.8,49.7299243611404,1.08912
CR,Costa Rica,2014,14.6924,37.6,1.1416,,100.064027,147.26739567441,21.27599,53.0984453119681,29366.64,4767119,,6830655534.077661,4.887883789831394,36277530230.80802,752970497619002.0,0.753264979008598,8.0462,10911.497878334028,1.387670718648,88.98913575413526,,0.064,29366.64,13.3128,11422.6735793176,65.1912420532368,6.23293662208767,37.6,53.0984453119681,1.1415848
CR,Costa Rica,2015,14.4908,38.3,1.1586,,100.0,156.403893036958,23.545115,55.1272484302094,29530.3,4818038,,6551259867.798867,4.749110429048406,37984260774.12326,749521901058207.0,0.852315299059156,7.7578,11714.710598073205,1.13397448273593,98.38938216796151,,0.064,29530.3,14.8184,11714.7105980732,60.753561939521,5.23639457671538,38.3,55.1272484302094,1.1586172
CR,Costa Rica,2016,15.1719,34.1,1.1386,,99.73734494,171.166374015358,24.458683,58.638053772552,29694.0,4866998,,6829694005.482634,4.9143557868633,39598673250.26246,763340188019289.0,0.871410492388476,8.2325,12091.030160615412,1.23322083330008,97.21880717160629,,0.02,29694.0,13.5278,12084.4351325634,62.1784781768295,4.45296211770326,34.1,58.638053772552,1.1385772
CR,Costa Rica,2017,15.5189,33.3,1.1765,,95.53533079,179.931274611112,23.077004,59.6859060134447,29857.7,4913177,,7099894083.890714,4.6997763315990095,41607733594.79511,758266630295239.0,0.861647803353042,8.396,12317.090277130375,1.13383955527767,98.7375187109272,,0.041,29857.7,12.4456,12468.5654531709,65.0719537438815,4.83327522078441,33.3,59.6859060134447,1.1764736
CR,Costa Rica,2018,15.9983,33.1,1.2067,,93.15621462,171.357339055205,22.053618,60.304459465327,30021.3,4957818,,7398416600.9111,4.4838283372217305,42790140957.76025,759204495912604.0,0.828964398346635,8.4405,12590.24937816141,0.945537295658598,97.70384515233052,,0.02,30021.3,12.925,12679.5253643016,66.945342016636,4.829438721344,33.1,60.304459465327,1.2067174
CR,Costa Rica,2019,15.8529,33.4,1.1972,,91.98350579,144.514079558713,21.537034,56.1781065050745,30185.0,4999553,,7621018704.219235,4.202051163024645,44351858813.52721,747437212618773.0,0.793645631671708,8.193,12884.685995198872,0.759689840900586,98.33226002958835,,0.02,30185.0,12.7796,12877.650101079,65.7605300176622,4.22094016659811,33.4,56.1781065050745,1.1972153
CR,Costa Rica,2020,14.3477,36.4,1.2021,,91.17474109,142.481526800044,17.380114,60.1355330868076,30348.7,5034320,,7784317417.105638,4.344225560354967,41915946322.69653,760816644792882.0,0.746044983722528,7.1754,12394.049396949187,0.904748239780319,98.94193878421008,,0.02,30348.7,11.2744,12242.2098908533,60.1398862509533,3.37043523313038,36.4,60.1355330868076,1.2021175
CR,Costa Rica,2021,15.4278,34.2,1.1267,,91.52839903,140.788061157457,20.328514,56.589569581111,30512.4,5059988,,9188901473.927069,4.366713259371273,44470210818.42928,78151650783465.0,0.667250904390987,8.0531,12838.11853589308,0.763407374189705,99.36680537018135,,,30512.4,12.3545,13146.6927918465,70.7816423027085,5.53072986406838,34.2,56.589569581111,1.126743
CR,Costa Rica,2022,15.685,,1.111,,90.69941681,136.518375013406,18.113858,52.6621990605343,30676.1,5081765,,9501134250.24792,4.140073620900854,46947107876.39352,772224646693245.0,0.564106262549267,8.1977,13625.900849132848,,,,,30676.1,12.6117,13686.1614090822,82.2275325353143,5.4175310653788,,52.6621990605343,1.1110038
CR,Costa Rica,2023,16.7267,,1.0984,,,133.527658761832,17.60422,51.1196932765603,30839.8,5105525,,10299205401.14919,3.800476572888392,48928450337.87799,772266030981024.0,0.663859871876262,8.0978,16942.026811937547,,,,,30839.8,13.6534,14318.8389652137,72.4719990801769,5.4191807109794,,51.1196932765603,1.0983992
CR,Costa Rica,2024,,,,,,136.024511151268,17.912951,51.961123719959,,5129910,,10861164972.114328,3.562426141678225,51093687497.49038,772312837466019.0,,8.3763,18587.15322034816,,,,,,,14866.5823676109,71.3310137687617,5.55680052586902,,51.961123719959,1.0114744
CU,Cuba,1990,,42.9,,,,0.0,,,20580.0,10631799,,9543138455.388365,13.040549053701476,,101205135142923.0,,38.665,2694.3169795769218,0.889900006052379,10.250266240681576,,,20580.0,,4961.45738860948,71.1144932237197,,42.9,,
CU,Cuba,1991,,47.2,,,,0.0,,,20957.0,10717640,,8637196363.965471,12.775946796913011,,975879403996973.0,,30.1272,2268.834932471936,0.974175974856255,10.33441533932211,,,20957.0,,4395.45493473446,50.9961165399692,,47.2,,
CU,Cuba,1992,,51.3,,,102.6239329,0.002169932,,,21334.0,10785801,,7211545854.651458,12.426619379304295,,926840571313044.0,,23.9171,2047.6790034642067,0.980780881926143,12.289824926330386,,,21334.0,,3861.87437370304,35.1468673383887,,51.3,,
CU,Cuba,1993,,46.9,,,102.8187466,0.004612149,,,21711.0,10841031,,6382932809.416733,9.57115301865687,,839292218737965.0,,21.8742,2063.2036625358664,0.726531018736827,8.807489547355027,,,21711.0,,3270.55047645542,28.9158301790178,,46.9,,
CU,Cuba,1994,,45.8,,,103.0149802,0.010581227,,,22088.0,10886021,,6870352120.507485,7.8998077016052894,,832979064648365.0,,22.5031,2613.289718691224,0.749040387549148,7.90639364814041,,,22088.0,,3280.38453264476,27.775896647282,,45.8,,
CU,Cuba,1995,,41.3,,,102.9774942,0.017745518,,,22465.0,10925362,,7311703133.3277855,6.883297723111164,,810897466865309.0,,23.9447,2785.244429541026,1.1031987834832,6.1321133317280685,,,22465.0,,3348.88763214863,29.3084176228486,,41.3,,
CU,Cuba,1996,,41.4,,,101.0209269,0.022138038,,,22842.0,10962010,,7887968795.980127,7.133444054010364,25124251594.546253,86951936073542.0,,25.934,2282.188093242024,1.42702180446909,7.683590208522212,,,22842.0,,3599.32498555978,32.6253336147218,,41.4,,-1.40113739999999
CU,Cuba,1997,,36.8,,,101.39371,0.027222812,,,23219.0,10997934,,8375185430.720973,7.1868114983827445,25589481600.5122,874336029034566.0,,28.3832,2306.424833973362,1.13012663531633,7.069136151562279,,,23219.0,,3687.42530352589,32.7541989320698,,36.8,,
CU,Cuba,1998,,34.8,,,101.3365397,0.036759914,,,23596.0,11034712,,7694488614.974603,6.1174220512051845,26757872846.044582,874217563434157.0,,27.863,2332.3065613311883,0.568750635856304,6.191687871077184,,,23596.0,,3680.98418008951,32.5046329835855,,34.8,,-1.4805905
CU,Cuba,1999,,33.7,,,101.3384223,0.04639527,,,23973.0,11072230,,8247881602.398606,6.124179678630013,28223286496.064632,988799313608917.0,,28.6425,2561.7798040683765,0.788553451429859,6.789953077560034,,,23973.0,,3895.54643322661,31.8689322462587,,33.7,,
CU,Cuba,2000,46.0279,34.4,-1.5049,,100.7923188,0.0588346014068275,,,24350.0,11109109,,8672347908.164688,6.601255013839177,29617014695.73944,102888299045847.0,,28.9959,2751.381771481403,1.9061358593501,6.873336881319851,,,24350.0,28.5786,4112.26168350671,31.0759878817225,,34.4,,-1.5049134
CU,Cuba,2001,44.4571,34.0,,,102.4490885,0.0769822180857154,,,24847.0,11144132,,8620236284.389668,6.379567204504709,31249074448.53629,106829257623096.0,,27.8233,2842.9670431039403,1.17627917876909,6.571017713576051,,,24847.0,26.4247,4229.90309433356,29.3610963815873,,34.0,,
CU,Cuba,2002,43.0607,34.8,-1.5205,,104.3774403,0.159705935664212,,,25344.0,11177418,,8633219111.0741,5.945728703055924,31931164611.20533,109488677968648.0,,26.5653,3005.211042478684,1.36767488938968,6.657748901203899,,,25344.0,24.8206,4277.39565642359,24.7293133475239,,34.8,,-1.520452
CU,Cuba,2003,42.1516,33.6,-1.527,,104.4841266,0.315414327443357,,,25841.0,11209383,,8462098242.691768,5.74521185921362,33584850458.02801,116465246606254.0,,25.7977,3202.781098656367,1.92021874871511,5.364958886780519,,,25841.0,23.3527,4426.96599591833,26.5871335777077,,33.6,,-1.52702689999999
CU,Cuba,2004,41.31,33.8,-1.6879,,104.6217672,0.674425176594278,,,26338.0,11238756,,8671987274.090118,5.474439180169097,35896632552.98012,118564095971372.0,,25.3168,3399.219628934021,2.70599089783315,5.6070103620314695,,,26338.0,22.0237,4670.18802138025,31.3114153338743,,33.8,,-1.6879273
CU,Cuba,2005,41.5119,26.3,-1.6913,,104.6720325,1.20340377502297,,,26835.0,11262554,,9495959499.736267,4.363652218426943,40989118338.88595,108779773323278.0,,26.2056,3786.337992252912,2.637736541097,3.176248207534872,,,26835.0,21.6688,5182.35283601732,39.3613744331974,,26.3,,-1.6912789
CU,Cuba,2006,42.8436,22.0,-1.582,,104.5016416,1.35403043830989,,,27332.0,11278550,,9938534143.971577,3.405014523309343,46142191916.098335,108258666004562.0,,26.7903,4329.982659643831,3.74613117909438,3.035399842127634,,,27332.0,22.7055,5799.41163668615,37.1880142882062,,22.0,,-1.58201519999999
CU,Cuba,2007,43.8461,18.6,-1.5388,,104.4083026,1.75642086059413,,,27829.0,11287272,,10897279831.209576,3.9081016792397776,49867562857.77602,114485029670176.0,,27.6113,4807.438889606839,6.72039794760689,3.0327450201464163,,,27829.0,22.5214,6215.76603727772,37.9676096642032,,18.6,,-1.5387505
CU,Cuba,2008,43.2677,18.7,-1.5413,,104.1306569,2.93785859106843,,,28326.0,11291762,,11466180083.839985,3.8170386950036415,52001442704.79293,112908542358637.0,,26.6685,4986.12436479175,3.18662044497083,3.9610793686711543,,,28326.0,21.9198,6469.08507847668,44.917220748508,,18.7,,-1.5412803
CU,Cuba,2009,43.7491,19.0,-1.542,,103.8806581,5.49952592888765,,,28823.0,11294719,,11570944282.501877,3.930412371134021,53346996175.422615,102765695071627.0,,26.9425,5089.235197571668,1.7631346184052,3.886958483754513,,,28823.0,21.3156,6561.25305093006,32.9139819587629,,19.0,,-1.5419817
CU,Cuba,2010,44.5408,15.6,-1.5193,,103.650914,8.87827465571973,,,29320.0,11297409,,11697166208.60054,3.6142892675040414,55454356432.6852,997900652370702.0,,28.1815,5272.2675582483525,2.69060313010367,3.2365925159510263,,,29320.0,21.1943,6716.49048497058,40.2919413008332,,15.6,,-1.5192541
CU,Cuba,2011,44.3657,19.2,-1.5006,,103.4591327,11.6367981053254,,,29824.0,11301571,,12158777824.047085,3.604870271053776,57064474382.05437,109027511405892.0,,27.7479,6104.461052361658,2.92694825350704,3.2270833333333333,,,29824.0,21.3218,6902.16397571139,46.9604290476881,,19.2,,-1.50057899999999
CU,Cuba,2012,45.4924,19.4,-1.4992,,102.8059554,14.8776339391366,,,30328.0,11303175,,12425647039.227118,3.850097756388346,58661963955.35005,114833454615769.0,,28.8886,6470.83673392653,2.18752036209115,3.713696548730193,,,30328.0,21.8025,7109.24834185635,45.8662036340766,,19.4,,-1.49915399999999
CU,Cuba,2013,46.0097,18.2,-1.4699,,102.8840514,17.663909552762,,,30832.0,11298167,,12681697232.170124,3.924923523616944,60028985665.30466,117437722295654.0,,29.0223,6828.364282453959,1.71188160483376,4.437931034482759,,,30832.0,20.8367,7307.82004410741,44.3238969253902,,18.2,,-1.46986589999999
CU,Cuba,2014,44.1134,23.2,-1.4283,,102.4842123,22.4242641732624,,,31336.0,11285775,,12223691957.469255,3.9377058895731385,61427578315.44297,122225616334881.0,,26.9056,7146.704590513279,1.66734771791981,4.020241660642363,,,31336.0,18.0643,7392.48324633027,39.2741528539069,,23.2,,-1.4282708
CU,Cuba,2015,46.2138,21.1,-1.3981,,100.0,29.5816121680895,,,31840.0,11275065,,12990400000.0,3.8357541591685336,63396500000.0,123277852256853.0,,29.4411,7727.919972079983,0.693800859230045,3.955293769716088,,,31840.0,19.9102,7727.91997207998,31.6138124793419,,21.1,,-1.39812809999999
CU,Cuba,2016,44.1408,19.2,-1.4104,,100.5060617,35.3988758000897,,,32410.0,11265612,,12315473329.44671,3.938338880940905,64183405684.07896,123223526973173.0,,27.3043,8110.558742836164,0.469100172114536,3.9688630364649526,,,32410.0,17.4271,7774.0698462623,27.2691132420785,,19.2,,-1.41036119999999
CU,Cuba,2017,43.1098,22.0,-1.416,,95.47230806,41.0193113711099,,,32420.0,11247829,,12182646750.906414,3.8001810121052806,65535509809.08736,123669627469955.0,,26.5091,8610.608296054288,0.66367803344131,3.842932191847456,,,32420.0,15.6853,7927.27769431767,26.2224363787618,,22.0,,-1.4159595
CU,Cuba,2018,43.453,24.0,-1.2857,,95.47290737,47.8601543156489,,,32420.0,11227118,,12071143743.92715,3.782372948089321,66927867514.2488,124784451690691.0,,26.7819,8911.462059987256,1.10185419907902,3.646254259250372,,,32420.0,15.3175,8120.43123558256,27.0835484486147,,24.0,,-1.2856792
CU,Cuba,2019,38.9997,23.1,-1.1896,,95.46873181,53.9383385257639,,,32420.0,11202846,,11334728963.660086,3.5673263229544143,67891728318.05744,125315488458643.0,,22.292,9232.261159351829,0.920750895009186,4.183625289201568,,,32420.0,11.7035,8124.75282059108,22.8208911354416,,23.1,,-1.1895935
CU,Cuba,2020,34.484,24.5,-1.19,,95.47932348,59.6058696780721,,,32420.0,11176354,,9683024902.140415,2.7619420225054028,60279974639.76515,115705665925093.0,,18.4817,9605.27914559614,0.565351678337536,4.52800156242371,,,32420.0,6.2428,7252.28811179844,15.6829868097474,,24.5,,-1.1899555
CU,Cuba,2021,37.7423,20.9,-1.2292,,95.36064919,63.8661095570576,,,32420.0,11122168,,8155739596.346575,0.8820325080976783,62759871991.19551,112478832650382.0,,21.7552,,,4.770739996910243,,,32420.0,9.0435,7379.04275283674,80.0237703083904,,20.9,,-1.2291961
CU,Cuba,2022,34.997,,-1.2297,,95.38450391,68.7180442358013,,,32420.0,11059820,,7603969462.258126,0.8006722551031208,65435509171.76486,118151325390236.0,,19.7637,,,,,,32420.0,7.2309,7552.33152218842,93.8607755890525,,,,-1.2297456
CU,Cuba,2023,35.0999,,-1.2494,,,69.5767786567811,,,32420.0,11019931,,7082853224.507925,1.4057874013374094,64403139427.757576,118118988572451.0,,20.0277,,,,,,32420.0,7.3338,7433.42885399674,120.533878427187,,,,-1.2493934
CU,Cuba,2024,,,,,,72.930002350684,,,,10979783,,6368797756.864051,1.2397463719349742,64369989940.56468,118083537507144.0,,21.0042,,,,,,,,7381.39774048869,124.863238865053,,,,-1.26857129999999
DO,República Dominicana,1990,,28.0,,,,0.044410131,,,15948.9,7151166,,3834532126.42089,13.422823866357666,12539789409.05568,517160173634467.0,,8.0187,989.1639412076594,2.01017458840216,10.04566210045662,,0.02,15948.9,,2772.77065608381,69.1984136752272,1.87738325230096,28.0,,
DO,República Dominicana,1991,,28.2,,,,0.077008662,,,16326.48,7299853,,4021301075.93202,12.505731164082473,12058517740.053934,503533925607234.0,,8.3924,1345.846736906233,1.40795463511044,13.571428571428571,,0.015,16326.48,,2741.93908143923,83.09106896203,1.47590458431994,28.2,,
DO,República Dominicana,1992,,25.4,,,110.9975302,0.096804509,,,16704.06,7447474,,4419652649.4839,12.012837108294248,13177667284.694658,514050979890328.0,,9.7438,1558.2978207107535,0.802566480155784,9.96968075619761,,0.019,16704.06,,2989.60630229953,80.4648015417106,1.54841945052706,25.4,,
DO,República Dominicana,1993,,26.9,,,110.980204,0.136799086,,,17081.64,7594572,,4541174440.361608,10.781496190242454,14139152846.710794,505098243162208.0,,9.6205,1722.4199599398096,0.270241819529112,21.603563474387528,,0.019,17081.64,,3147.67060324766,78.0028967722022,1.45783488936631,26.9,,
DO,República Dominicana,1994,,24.4,,,110.2403592,0.27175271,,,17459.22,7741694,,4647320313.844506,9.994485201392765,14655155955.556326,503365523611745.0,,11.2454,1891.6705567900049,0.793311412444342,10.143910143910144,,0.02,17459.22,,3167.94494108567,77.157908271893,1.42098853745987,24.4,,
DO,República Dominicana,1995,,22.3,,,109.7429903,0.711318386,,,17836.8,7888115,,4873220000.806587,9.814777609557146,15547905907.585869,510003030852141.0,,11.9581,2109.169407286892,1.14002177756892,11.689017760057991,,0.017,17836.8,,3286.36149249382,73.8979593803276,2.5088098596536,22.3,,
DO,República Dominicana,1996,,20.3,,,112.9671112,1.030251685,,,18214.38,8032894,,5172017903.133793,9.19340246436474,16259050648.611732,526846986026586.0,,12.8696,2270.865586872028,0.70339446524712,13.568745304282496,,0.016,18214.38,,3419.50600399521,72.6424908698332,0.735680171267024,20.3,,-0.2211242
